[15:37:13] [main/INFO]: ModLauncher running: args [--username, Herobrine52, --version, forge-47.3.11, --gameDir, C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9, --assetsDir, C:\Users\Francesco\curseforge\minecraft\Install\assets, --assetIndex, 5, --uuid, 812cfdb04240407696a33ebb5e9632fd, --accessToken, ????????, --clientId, OWNlNWU0ZWMtOWJhMS00ZjA5LTkxYzAtNzQ1MGE1ODFmNGE4, --xuid, 2535441942000687, --userType, msa, --versionType, release, --width, 854, --height, 480, --quickPlayPath, C:\Users\Francesco\curseforge\minecraft\Install\quickPlay\java\1737124631146.json, --launchTarget, forgeclient, --fml.forgeVersion, 47.3.11, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412]
[15:37:13] [main/INFO]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.8 by Microsoft; OS Windows 10 arch amd64 version 10.0
[15:37:13] [main/WARN]: Configuration file C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\config\fml.toml is not correct. Correcting
[15:37:13] [main/INFO]: Incorrect key [earlyWindowLogHelpMessage] was corrected from null to true
[15:37:13] [main/INFO]: Incorrect key [earlyWindowShowCPU] was corrected from null to false
[15:37:16] [main/INFO]: Loading ImmediateWindowProvider fmlearlywindow
[15:37:16] [main/INFO]: Trying GL version 4.6
[15:37:16] [main/INFO]: If this message is the only thing at the bottom of your log before a crash, you probably have a driver issue.

Possible solutions:
A) Make sure Minecraft is set to prefer high performance graphics in the OS and/or driver control panel
B) Check for driver updates on the graphics brand's website
C) Try reinstalling your graphics drivers
D) If still not working after trying all of the above, ask for further help on the Forge forums or Discord
[15:37:18] [main/INFO]: Found mod file deepresonance-1.20-5.0.4.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file DefaultSettings-1.20.x-4.0.7-Forge.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file Delightful-1.20.1-3.6.1.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file DimStorage-1.20.1-8.0.1.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file Ding-1.20.1-Forge-1.4.1.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file domum_ornamentum-1.20.1-1.0.284-snapshot-universal.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file Draconic-Evolution-1.20.1-3.1.2.598-universal.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file Dungeon Crawl-1.20.1-2.3.14.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file DungeonsArise-1.20.x-2.1.58-release.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file durabilitytooltip-1.1.5-forge-mc1.20.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file dyenamics-1.20.1-3.2.0.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file dyenamicsandfriends-1.20.1-1.9.0.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file easy-villagers-forge-1.20.1-1.1.23.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file eccentrictome-1.20.1-1.10.3.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file EdivadLib-1.20.1-2.0.1.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file eidolon_repraised-1.20.1-0.3.8.15.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file elevatorid-1.20.1-lex-1.9.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file elytraslot-forge-6.4.4+1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file embeddium-0.3.31+mc1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file enderchests-forge-1.20.1-1.3.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file EnderIO-1.20.1-6.2.7-beta-all.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file endermanoverhaul-forge-1.20.1-1.0.4.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file endersdelight-1.20.1-1.0.3.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file endertanks-forge-1.20.1-1.4.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file ends_delight-1.20.1-2.5.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file energymeter-forge-1.20.1-1.0.0.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file ensorcellation-1.20.1-5.0.2.24.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file entangled-1.3.20-forge-mc1.20.4.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file entityculling-forge-1.7.2-mc1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file EpheroLib-1.20.1-FORGE-1.2.0.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file EuphoriaPatcher-1.4.3-r5.3-forge.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file everythingcopper-1.20.1-2.3.4.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file EvilCraft-1.20.1-1.2.49.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file Exchangers-1.20.1-3.5.1.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file ExtendedAE-1.20-1.3.2-forge.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file ExtraDisks-1.20.1-3.0.2.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file ExtraStorage-1.20.1-4.0.7.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file ExtremeReactors2-1.20.1-2.0.90.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file ExtremeSoundMuffler-3.48-forge-1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file fallingtrees-forge-0.12.7-1.20.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file FarmersDelight-1.20.1-1.2.6.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file farmingforblockheads-forge-1.20.1-14.0.2.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file farsight-1.20.1-3.7.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file FastFurnace-1.20.1-8.0.2.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file FastLeafDecay-32.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file FastSuite-1.20.1-5.0.1.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file FastWorkbench-1.20.1-8.0.4.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file ferritecore-6.0.1-forge.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file findme-3.2.1-forge.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file flib-1.20.1-0.0.14.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file flickerfix-1.20.1-4.0.1.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file FluxNetworks-1.20.1-7.2.1.15.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file forbidden_arcanus-1.20.1-2.2.6.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file FramedBlocks-9.3.1.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file ftb-chunks-forge-2001.3.4.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file ftb-essentials-forge-2001.2.2.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file ftb-library-forge-2001.2.7.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file ftb-quests-forge-2001.4.9.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file ftb-ranks-forge-2001.1.3.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file ftb-teams-forge-2001.3.0.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file ftb-ultimine-forge-2001.1.5.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file ftb-xmod-compat-forge-2.1.1.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file fuelgoeshere-1.20.0-1.0.1.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file functionalstorage-1.20.1-1.2.12.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file fusion-1.1.1-forge-mc1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file GatewaysToEternity-1.20.1-4.2.6.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file geckolib-forge-1.20.1-4.7.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file generatorgalore-1.20.1-1.2.4.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file getittogetherdrops-forge-1.20-1.3.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file glassential-renewed-forge-1.20.1-2.4.3.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file GlitchCore-forge-1.20.1-0.0.1.1.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file Glodium-1.20-1.5-forge.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file GravitationalModulatingAdditionalUnit-1.20.1-3.2.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file gtceu-1.20.1-1.6.2.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file GunpowderLib-1.20.2-2.2.2.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file handcrafted-forge-1.20.1-3.0.6.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file harvestwithease-1.20.1-8.0.1.0-forge.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file HostileNeuralNetworks-1.20.1-5.3.3.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file hyperbox-1.20.1-4.0.2.0.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file ImmersiveEngineering-1.20.1-10.1.0-171.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file industrial-foregoing-1.20.1-3.5.19.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file industrial-foregoing-souls-1.20.1-1.0.9.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file IntegratedCrafting-1.20.1-1.1.9.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file IntegratedDynamics-1.20.1-1.24.3.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file IntegratedTerminals-1.20.1-1.6.3.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file IntegratedTunnels-1.20.1-1.8.32.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file inventoryessentials-forge-1.20.1-8.2.6.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file invtweaks-1.20.1-1.2.0.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file ironfurnaces-1.20.1-4.1.6.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file IronJetpacks-1.20.1-7.0.8.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file irons_spellbooks-1.20.1-3.4.0.6.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file item-filters-forge-2001.1.0-build.59.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file itemcollectors-1.1.10-forge-mc1.20.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file Jade-1.20.1-Forge-11.12.2.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file JadeAddons-1.20.1-Forge-5.3.1.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file jearchaeology-1.20.1-1.0.4.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file jei-1.20.1-forge-15.20.0.105.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file jmi-forge-1.20.1-0.14-48.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file journeymap-1.20.1-5.10.3-forge.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file jumpboat-1.20.0-1.0.5.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file JustEnoughMekanismMultiblocks-1.20.1-4.8.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file JustEnoughProfessions-forge-1.20.1-3.0.1.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
[15:37:18] [main/INFO]: Found mod file JustEnoughResources-1.20.1-1.4.0.247.jar of type MOD with provider {mods folder locator at C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\mods}
